Gene_Ensembl_ID,2020_Gene_Name,2024_Gene_Name,2020_Gene_Type,2024_Gene_Type
ENSG00000091664,SLC17A6,SLC17A6,protein_coding,protein_coding
ENSG00000091704,CPA1,CPA1,protein_coding,protein_coding
ENSG00000091732,ZC3HC1,ZC3HC1,protein_coding,protein_coding
ENSG00000091831,ESR1,ESR1,protein_coding,protein_coding
ENSG00000091844,RGS17,RGS17,protein_coding,protein_coding
ENSG00000091879,ANGPT2,ANGPT2,protein_coding,protein_coding
ENSG00000091947,TMEM101,TMEM101,protein_coding,protein_coding
ENSG00000091972,CD200,CD200,protein_coding,protein_coding
ENSG00000091986,CCDC80,CCDC80,protein_coding,protein_coding
ENSG00000092009,CMA1,CMA1,protein_coding,protein_coding
ENSG00000092010,PSME1,PSME1,protein_coding,protein_coding
ENSG00000092020,PPP2R3C,PPP2R3C,protein_coding,protein_coding
ENSG00000092036,HAUS4,HAUS4,protein_coding,protein_coding
ENSG00000092051,JPH4,JPH4,protein_coding,protein_coding
ENSG00000092054,MYH7,MYH7,protein_coding,protein_coding
ENSG00000092067,CEBPE,CEBPE,protein_coding,protein_coding
ENSG00000092068,SLC7A8,SLC7A8,protein_coding,protein_coding
ENSG00000092094,OSGEP,OSGEP,protein_coding,protein_coding
ENSG00000092096,SLC22A17,SLC22A17,protein_coding,protein_coding
ENSG00000092098,RNF31,RNF31,protein_coding,protein_coding
ENSG00000092108,SCFD1,SCFD1,protein_coding,protein_coding
ENSG00000092140,G2E3,G2E3,protein_coding,protein_coding
ENSG00000092148,HECTD1,HECTD1,protein_coding,protein_coding
ENSG00000092199,HNRNPC,HNRNPC,protein_coding,protein_coding
ENSG00000092200,RPGRIP1,RPGRIP1,protein_coding,protein_coding
ENSG00000092201,SUPT16H,SUPT16H,protein_coding,protein_coding
ENSG00000092203,TOX4,TOX4,protein_coding,protein_coding
ENSG00000092208,GEMIN2,GEMIN2,protein_coding,protein_coding
ENSG00000092295,TGM1,TGM1,protein_coding,protein_coding
ENSG00000092330,TINF2,TINF2,protein_coding,protein_coding
ENSG00000092345,DAZL,DAZL,protein_coding,protein_coding
ENSG00000092377,TBL1Y,TBL1Y,protein_coding,protein_coding
ENSG00000092421,SEMA6A,SEMA6A,protein_coding,protein_coding
ENSG00000092439,TRPM7,TRPM7,protein_coding,protein_coding
ENSG00000092445,TYRO3,TYRO3,protein_coding,protein_coding
ENSG00000092470,WDR76,WDR76,protein_coding,protein_coding
ENSG00000092529,CAPN3,CAPN3,protein_coding,protein_coding
ENSG00000092531,SNAP23,SNAP23,protein_coding,protein_coding
ENSG00000092607,TBX15,TBX15,protein_coding,protein_coding
ENSG00000092621,PHGDH,PHGDH,protein_coding,protein_coding
ENSG00000092758,COL9A3,COL9A3,protein_coding,protein_coding
ENSG00000092820,EZR,EZR,protein_coding,protein_coding
ENSG00000092841,MYL6,MYL6,protein_coding,protein_coding
ENSG00000092847,AGO1,AGO1,protein_coding,protein_coding
ENSG00000092850,TEKT2,TEKT2,protein_coding,protein_coding
ENSG00000092853,CLSPN,CLSPN,protein_coding,protein_coding
ENSG00000092871,RFFL,RFFL,protein_coding,protein_coding
ENSG00000092929,UNC13D,UNC13D,protein_coding,protein_coding
ENSG00000092931,MFSD11,MFSD11,protein_coding,protein_coding
ENSG00000092964,DPYSL2,DPYSL2,protein_coding,protein_coding
ENSG00000092969,TGFB2,TGFB2,protein_coding,protein_coding
ENSG00000092978,GPATCH2,GPATCH2,protein_coding,protein_coding
ENSG00000093000,NUP50,NUP50,protein_coding,protein_coding
ENSG00000093009,CDC45,CDC45,protein_coding,protein_coding
ENSG00000093010,COMT,COMT,protein_coding,protein_coding
ENSG00000093072,ADA2,ADA2,protein_coding,protein_coding
ENSG00000093134,VNN3,,protein_coding,
ENSG00000093144,ECHDC1,ECHDC1,protein_coding,protein_coding
ENSG00000093167,LRRFIP2,LRRFIP2,protein_coding,protein_coding
ENSG00000093183,SEC22C,SEC22C,protein_coding,protein_coding
ENSG00000093217,XYLB,XYLB,protein_coding,protein_coding
ENSG00000094631,HDAC6,HDAC6,protein_coding,protein_coding
ENSG00000094661,OR1I1,OR1I1,protein_coding,protein_coding
ENSG00000094755,GABRP,GABRP,protein_coding,protein_coding
ENSG00000094796,KRT31,KRT31,protein_coding,protein_coding
ENSG00000094804,CDC6,CDC6,protein_coding,protein_coding
ENSG00000094841,UPRT,UPRT,protein_coding,protein_coding
ENSG00000094880,CDC23,CDC23,protein_coding,protein_coding
ENSG00000094914,AAAS,AAAS,protein_coding,protein_coding
ENSG00000094916,CBX5,CBX5,protein_coding,protein_coding
ENSG00000094963,FMO2,FMO2,protein_coding,protein_coding
ENSG00000094975,SUCO,SUCO,protein_coding,protein_coding
ENSG00000095002,MSH2,MSH2,protein_coding,protein_coding
ENSG00000095015,MAP3K1,MAP3K1,protein_coding,protein_coding
ENSG00000095059,DHPS,DHPS,protein_coding,protein_coding
ENSG00000095066,HOOK2,HOOK2,protein_coding,protein_coding
ENSG00000095110,NXPE1,NXPE1,protein_coding,protein_coding
ENSG00000095139,ARCN1,ARCN1,protein_coding,protein_coding
ENSG00000095203,EPB41L4B,EPB41L4B,protein_coding,protein_coding
ENSG00000095209,TMEM38B,TMEM38B,protein_coding,protein_coding
ENSG00000095261,PSMD5,PSMD5,protein_coding,protein_coding
ENSG00000095303,PTGS1,PTGS1,protein_coding,protein_coding
ENSG00000095319,NUP188,NUP188,protein_coding,protein_coding
ENSG00000095321,CRAT,CRAT,protein_coding,protein_coding
ENSG00000095370,SH2D3C,SH2D3C,protein_coding,protein_coding
ENSG00000095380,NANS,NANS,protein_coding,protein_coding
ENSG00000095383,TBC1D2,TBC1D2,protein_coding,protein_coding
ENSG00000095397,WHRN,WHRN,protein_coding,protein_coding
ENSG00000095464,PDE6C,PDE6C,protein_coding,protein_coding
ENSG00000095485,CWF19L1,CWF19L1,protein_coding,protein_coding
ENSG00000095539,SEMA4G,SEMA4G,protein_coding,protein_coding
ENSG00000095564,BTAF1,BTAF1,protein_coding,protein_coding
ENSG00000095574,IKZF5,IKZF5,protein_coding,protein_coding
ENSG00000095585,BLNK,BLNK,protein_coding,protein_coding
ENSG00000095587,TLL2,TLL2,protein_coding,protein_coding
ENSG00000095596,CYP26A1,CYP26A1,protein_coding,protein_coding
ENSG00000095627,TDRD1,TDRD1,protein_coding,protein_coding
ENSG00000095637,SORBS1,SORBS1,protein_coding,protein_coding
ENSG00000095713,CRTAC1,CRTAC1,protein_coding,protein_coding
ENSG00000095739,BAMBI,BAMBI,protein_coding,protein_coding
ENSG00000095752,IL11,IL11,protein_coding,protein_coding
ENSG00000095777,MYO3A,MYO3A,protein_coding,protein_coding
ENSG00000095787,WAC,WAC,protein_coding,protein_coding
ENSG00000095794,CREM,CREM,protein_coding,protein_coding
ENSG00000095906,NUBP2,NUBP2,protein_coding,protein_coding
ENSG00000095917,TPSD1,TPSD1,protein_coding,protein_coding
ENSG00000095932,SMIM24,SMIM24,protein_coding,protein_coding
ENSG00000095951,HIVEP1,HIVEP1,protein_coding,protein_coding
ENSG00000095970,TREM2,TREM2,protein_coding,protein_coding
ENSG00000095981,KCNK16,KCNK16,protein_coding,protein_coding
ENSG00000096006,CRISP3,CRISP3,protein_coding,protein_coding
ENSG00000096060,FKBP5,FKBP5,protein_coding,protein_coding
ENSG00000096063,SRPK1,SRPK1,protein_coding,protein_coding
ENSG00000096070,BRPF3,BRPF3,protein_coding,protein_coding
ENSG00000096080,MRPS18A,MRPS18A,protein_coding,protein_coding
ENSG00000096088,PGC,PGC,protein_coding,protein_coding
ENSG00000096092,TMEM14A,TMEM14A,protein_coding,protein_coding
ENSG00000096093,EFHC1,EFHC1,protein_coding,protein_coding
ENSG00000096264,NCR2,NCR2,protein_coding,protein_coding
ENSG00000096384,HSP90AB1,HSP90AB1,protein_coding,protein_coding
ENSG00000096395,MLN,MLN,protein_coding,protein_coding
ENSG00000096401,CDC5L,CDC5L,protein_coding,protein_coding
ENSG00000096433,ITPR3,ITPR3,protein_coding,protein_coding
ENSG00000096654,ZNF184,ZNF184,protein_coding,protein_coding
ENSG00000096696,DSP,DSP,protein_coding,protein_coding
ENSG00000096717,SIRT1,SIRT1,protein_coding,protein_coding
ENSG00000096746,HNRNPH3,HNRNPH3,protein_coding,protein_coding
ENSG00000096872,IFT74,IFT74,protein_coding,protein_coding
ENSG00000096968,JAK2,JAK2,protein_coding,protein_coding
ENSG00000096996,IL12RB1,IL12RB1,protein_coding,protein_coding
ENSG00000097007,ABL1,ABL1,protein_coding,protein_coding
ENSG00000097021,ACOT7,ACOT7,protein_coding,protein_coding
ENSG00000097033,SH3GLB1,SH3GLB1,protein_coding,protein_coding
ENSG00000097046,CDC7,CDC7,protein_coding,protein_coding
ENSG00000097096,SYDE2,SYDE2,protein_coding,protein_coding
ENSG00000099139,PCSK5,PCSK5,protein_coding,protein_coding
ENSG00000099194,SCD,SCD,protein_coding,protein_coding
ENSG00000099203,TMED1,TMED1,protein_coding,protein_coding
ENSG00000099204,ABLIM1,ABLIM1,protein_coding,protein_coding
ENSG00000099219,ERMP1,ERMP1,protein_coding,protein_coding
ENSG00000099246,RAB18,RAB18,protein_coding,protein_coding
ENSG00000099250,NRP1,NRP1,protein_coding,protein_coding
ENSG00000099256,PRTFDC1,PRTFDC1,protein_coding,protein_coding
ENSG00000099260,PALMD,PALMD,protein_coding,protein_coding
ENSG00000099282,TSPAN15,TSPAN15,protein_coding,protein_coding
ENSG00000099284,H2AFY2,MACROH2A2,protein_coding,protein_coding
ENSG00000099290,WASHC2A,WASHC2A,protein_coding,protein_coding
ENSG00000099308,MAST3,MAST3,protein_coding,protein_coding
ENSG00000099326,MZF1,MZF1,protein_coding,protein_coding
ENSG00000099330,OCEL1,OCEL1,protein_coding,protein_coding
ENSG00000099331,MYO9B,MYO9B,protein_coding,protein_coding
ENSG00000099337,KCNK6,KCNK6,protein_coding,protein_coding
ENSG00000099338,CATSPERG,CATSPERG,protein_coding,protein_coding
ENSG00000099341,PSMD8,PSMD8,protein_coding,protein_coding
ENSG00000099364,FBXL19,FBXL19,protein_coding,protein_coding
ENSG00000099365,STX1B,STX1B,protein_coding,protein_coding
ENSG00000099377,HSD3B7,HSD3B7,protein_coding,protein_coding
ENSG00000099381,SETD1A,SETD1A,protein_coding,protein_coding
ENSG00000099385,BCL7C,BCL7C,protein_coding,protein_coding
ENSG00000099399,MAGEB2,MAGEB2,protein_coding,protein_coding
ENSG00000099617,EFNA2,EFNA2,protein_coding,protein_coding
ENSG00000099622,CIRBP,CIRBP,protein_coding,protein_coding
ENSG00000099624,ATP5F1D,ATP5F1D,protein_coding,protein_coding
ENSG00000099625,CBARP,CBARP,protein_coding,protein_coding
ENSG00000099715,PCDH11Y,PCDH11Y,protein_coding,protein_coding
ENSG00000099721,AMELY,AMELY,protein_coding,protein_coding
ENSG00000099725,PRKY,,protein_coding,
ENSG00000099769,IGFALS,IGFALS,protein_coding,protein_coding
ENSG00000099783,HNRNPM,HNRNPM,protein_coding,protein_coding
ENSG00000099785,MARCH2,MARCHF2,protein_coding,protein_coding
ENSG00000099795,NDUFB7,NDUFB7,protein_coding,protein_coding
ENSG00000099797,TECR,TECR,protein_coding,protein_coding
ENSG00000099800,TIMM13,TIMM13,protein_coding,protein_coding
ENSG00000099804,CDC34,CDC34,protein_coding,protein_coding
ENSG00000099810,MTAP,MTAP,protein_coding,protein_coding
ENSG00000099812,MISP,MISP,protein_coding,protein_coding
ENSG00000099814,CEP170B,CEP170B,protein_coding,protein_coding
ENSG00000099817,POLR2E,POLR2E,protein_coding,protein_coding
ENSG00000099821,POLRMT,POLRMT,protein_coding,protein_coding
ENSG00000099822,HCN2,HCN2,protein_coding,protein_coding
ENSG00000099834,CDHR5,CDHR5,protein_coding,protein_coding
ENSG00000099840,IZUMO4,IZUMO4,protein_coding,protein_coding
ENSG00000099849,RASSF7,RASSF7,protein_coding,protein_coding
ENSG00000099860,GADD45B,GADD45B,protein_coding,protein_coding
ENSG00000099864,PALM,PALM,protein_coding,protein_coding
ENSG00000099866,MADCAM1,MADCAM1,protein_coding,protein_coding
ENSG00000099869,IGF2-AS,IGF2-AS,lncRNA,lncRNA
ENSG00000099875,MKNK2,MKNK2,protein_coding,protein_coding
ENSG00000099889,ARVCF,ARVCF,protein_coding,protein_coding
ENSG00000099899,TRMT2A,TRMT2A,protein_coding,protein_coding
ENSG00000099901,RANBP1,RANBP1,protein_coding,protein_coding
ENSG00000099904,ZDHHC8,ZDHHC8,protein_coding,protein_coding
ENSG00000099910,KLHL22,KLHL22,protein_coding,protein_coding
ENSG00000099917,MED15,MED15,protein_coding,protein_coding
ENSG00000099937,SERPIND1,SERPIND1,protein_coding,protein_coding
ENSG00000099940,SNAP29,SNAP29,protein_coding,protein_coding
ENSG00000099942,CRKL,CRKL,protein_coding,protein_coding
ENSG00000099949,LZTR1,LZTR1,protein_coding,protein_coding
ENSG00000099953,MMP11,MMP11,protein_coding,protein_coding
ENSG00000099954,CECR2,CECR2,protein_coding,protein_coding
ENSG00000099956,SMARCB1,SMARCB1,protein_coding,protein_coding
ENSG00000099957,P2RX6,P2RX6,protein_coding,protein_coding
ENSG00000099958,DERL3,DERL3,protein_coding,protein_coding
ENSG00000099960,SLC7A4,SLC7A4,protein_coding,protein_coding
ENSG00000099968,BCL2L13,BCL2L13,protein_coding,protein_coding
ENSG00000099974,DDTL,DDTL,protein_coding,protein_coding
ENSG00000099977,DDT,DDT,protein_coding,protein_coding
ENSG00000099984,,GSTT2,,protein_coding
ENSG00000099985,OSM,OSM,protein_coding,protein_coding
ENSG00000099991,CABIN1,CABIN1,protein_coding,protein_coding
ENSG00000099992,TBC1D10A,TBC1D10A,protein_coding,protein_coding
ENSG00000099994,SUSD2,SUSD2,protein_coding,protein_coding
ENSG00000099995,SF3A1,SF3A1,protein_coding,protein_coding
ENSG00000099998,GGT5,GGT5,protein_coding,protein_coding
ENSG00000099999,RNF215,RNF215,protein_coding,protein_coding
ENSG00000100003,SEC14L2,SEC14L2,protein_coding,protein_coding
ENSG00000100012,SEC14L3,SEC14L3,protein_coding,protein_coding
ENSG00000100014,SPECC1L,SPECC1L,protein_coding,protein_coding
ENSG00000100023,PPIL2,PPIL2,protein_coding,protein_coding
ENSG00000100024,UPB1,UPB1,protein_coding,protein_coding
ENSG00000100027,YPEL1,YPEL1,protein_coding,protein_coding
ENSG00000100028,SNRPD3,SNRPD3,protein_coding,protein_coding
ENSG00000100029,PES1,PES1,protein_coding,protein_coding
ENSG00000100030,MAPK1,MAPK1,protein_coding,protein_coding
ENSG00000100031,GGT1,GGT1,protein_coding,protein_coding
ENSG00000100033,PRODH,PRODH,protein_coding,protein_coding
ENSG00000100034,PPM1F,PPM1F,protein_coding,protein_coding
ENSG00000100036,SLC35E4,SLC35E4,protein_coding,protein_coding
ENSG00000100038,TOP3B,TOP3B,protein_coding,protein_coding
ENSG00000100053,CRYBB3,CRYBB3,protein_coding,protein_coding
ENSG00000100055,CYTH4,CYTH4,protein_coding,protein_coding
ENSG00000100056,ESS2,ESS2,protein_coding,protein_coding
ENSG00000100060,MFNG,MFNG,protein_coding,protein_coding
ENSG00000100065,CARD10,CARD10,protein_coding,protein_coding
ENSG00000100068,LRP5L,,protein_coding,
ENSG00000100075,SLC25A1,SLC25A1,protein_coding,protein_coding
ENSG00000100077,GRK3,GRK3,protein_coding,protein_coding
ENSG00000100078,PLA2G3,PLA2G3,protein_coding,protein_coding
ENSG00000100079,LGALS2,LGALS2,protein_coding,protein_coding
ENSG00000100083,GGA1,GGA1,protein_coding,protein_coding
ENSG00000100084,HIRA,HIRA,protein_coding,protein_coding
ENSG00000100092,SH3BP1,SH3BP1,protein_coding,protein_coding
ENSG00000100095,SEZ6L,SEZ6L,protein_coding,protein_coding
ENSG00000100097,LGALS1,LGALS1,protein_coding,protein_coding
ENSG00000100099,HPS4,HPS4,protein_coding,protein_coding
ENSG00000100100,PIK3IP1,PIK3IP1,protein_coding,protein_coding
ENSG00000100104,SRRD,SRRD,protein_coding,protein_coding
ENSG00000100105,PATZ1,PATZ1,protein_coding,protein_coding
ENSG00000100106,TRIOBP,TRIOBP,protein_coding,protein_coding
ENSG00000100109,TFIP11,TFIP11,protein_coding,protein_coding
ENSG00000100116,GCAT,GCAT,protein_coding,protein_coding
ENSG00000100121,GGTLC2,GGTLC2,protein_coding,protein_coding
ENSG00000100122,CRYBB1,CRYBB1,protein_coding,protein_coding
ENSG00000100124,ANKRD54,ANKRD54,protein_coding,protein_coding
ENSG00000100129,EIF3L,EIF3L,protein_coding,protein_coding
ENSG00000100138,SNU13,SNU13,protein_coding,protein_coding
ENSG00000100139,MICALL1,MICALL1,protein_coding,protein_coding
ENSG00000100142,POLR2F,POLR2F,protein_coding,protein_coding
ENSG00000100146,SOX10,SOX10,protein_coding,protein_coding
ENSG00000100147,CCDC134,CCDC134,protein_coding,protein_coding
ENSG00000100150,DEPDC5,DEPDC5,protein_coding,protein_coding
ENSG00000100151,PICK1,PICK1,protein_coding,protein_coding
ENSG00000100154,TTC28,TTC28,protein_coding,protein_coding
ENSG00000100156,SLC16A8,SLC16A8,protein_coding,protein_coding
ENSG00000100162,CENPM,CENPM,protein_coding,protein_coding
ENSG00000100167,SEPTIN3,SEPTIN3,protein_coding,protein_coding
ENSG00000100170,SLC5A1,SLC5A1,protein_coding,protein_coding
ENSG00000100191,SLC5A4,SLC5A4,protein_coding,protein_coding
ENSG00000100196,KDELR3,KDELR3,protein_coding,protein_coding
ENSG00000100197,CYP2D6,CYP2D6,protein_coding,protein_coding
ENSG00000100201,DDX17,DDX17,protein_coding,protein_coding
ENSG00000100206,DMC1,DMC1,protein_coding,protein_coding
ENSG00000100207,TCF20,TCF20,protein_coding,protein_coding
ENSG00000100209,HSCB,HSCB,protein_coding,protein_coding
ENSG00000100211,CBY1,CBY1,protein_coding,protein_coding
ENSG00000100216,TOMM22,TOMM22,protein_coding,protein_coding
ENSG00000100218,RSPH14,RSPH14,protein_coding,protein_coding
ENSG00000100219,XBP1,XBP1,protein_coding,protein_coding
ENSG00000100220,RTCB,RTCB,protein_coding,protein_coding
ENSG00000100221,JOSD1,JOSD1,protein_coding,protein_coding
ENSG00000100225,FBXO7,FBXO7,protein_coding,protein_coding
ENSG00000100226,GTPBP1,GTPBP1,protein_coding,protein_coding
ENSG00000100227,POLDIP3,POLDIP3,protein_coding,protein_coding
ENSG00000100228,RAB36,RAB36,protein_coding,protein_coding
ENSG00000100234,TIMP3,TIMP3,protein_coding,protein_coding
ENSG00000100239,PPP6R2,PPP6R2,protein_coding,protein_coding
ENSG00000100241,SBF1,SBF1,protein_coding,protein_coding
ENSG00000100242,SUN2,SUN2,protein_coding,protein_coding
ENSG00000100243,CYB5R3,CYB5R3,protein_coding,protein_coding
ENSG00000100246,DNAL4,DNAL4,protein_coding,protein_coding
ENSG00000100249,C22orf31,C22orf31,protein_coding,protein_coding
ENSG00000100253,MIOX,MIOX,protein_coding,protein_coding
ENSG00000100258,LMF2,LMF2,protein_coding,protein_coding
ENSG00000100263,RHBDD3,RHBDD3,protein_coding,protein_coding
ENSG00000100266,PACSIN2,PACSIN2,protein_coding,protein_coding
ENSG00000100271,TTLL1,TTLL1,protein_coding,protein_coding
ENSG00000100276,RASL10A,RASL10A,protein_coding,protein_coding
ENSG00000100280,AP1B1,AP1B1,protein_coding,protein_coding
ENSG00000100281,HMGXB4,HMGXB4,protein_coding,protein_coding
ENSG00000100284,TOM1,TOM1,protein_coding,protein_coding
ENSG00000100285,NEFH,NEFH,protein_coding,protein_coding
ENSG00000100288,CHKB,CHKB,protein_coding,protein_coding
ENSG00000100290,BIK,BIK,protein_coding,protein_coding
ENSG00000100292,HMOX1,HMOX1,protein_coding,protein_coding
ENSG00000100294,MCAT,MCAT,protein_coding,protein_coding
ENSG00000100296,THOC5,THOC5,protein_coding,protein_coding
ENSG00000100297,MCM5,MCM5,protein_coding,protein_coding
ENSG00000100298,APOBEC3H,APOBEC3H,protein_coding,protein_coding
ENSG00000100299,ARSA,ARSA,protein_coding,protein_coding
ENSG00000100300,TSPO,TSPO,protein_coding,protein_coding
ENSG00000100302,RASD2,RASD2,protein_coding,protein_coding
ENSG00000100304,TTLL12,TTLL12,protein_coding,protein_coding
ENSG00000100307,CBX7,CBX7,protein_coding,protein_coding
ENSG00000100311,PDGFB,PDGFB,protein_coding,protein_coding
ENSG00000100312,ACR,ACR,protein_coding,protein_coding
ENSG00000100314,CABP7,CABP7,protein_coding,protein_coding
ENSG00000100316,RPL3,RPL3,protein_coding,protein_coding
ENSG00000100319,ZMAT5,ZMAT5,protein_coding,protein_coding
ENSG00000100320,RBFOX2,RBFOX2,protein_coding,protein_coding
ENSG00000100321,SYNGR1,SYNGR1,protein_coding,protein_coding
ENSG00000100324,TAB1,TAB1,protein_coding,protein_coding
ENSG00000100325,ASCC2,ASCC2,protein_coding,protein_coding
ENSG00000100330,MTMR3,MTMR3,protein_coding,protein_coding
ENSG00000100335,MIEF1,MIEF1,protein_coding,protein_coding
ENSG00000100336,APOL4,APOL4,protein_coding,protein_coding
ENSG00000100341,PNPLA5,PNPLA5,protein_coding,protein_coding
ENSG00000100342,APOL1,APOL1,protein_coding,protein_coding
ENSG00000100344,PNPLA3,PNPLA3,protein_coding,protein_coding
ENSG00000100345,MYH9,MYH9,protein_coding,protein_coding
ENSG00000100346,CACNA1I,CACNA1I,protein_coding,protein_coding
ENSG00000100347,SAMM50,SAMM50,protein_coding,protein_coding
ENSG00000100348,TXN2,TXN2,protein_coding,protein_coding
ENSG00000100350,FOXRED2,FOXRED2,protein_coding,protein_coding
ENSG00000100351,GRAP2,GRAP2,protein_coding,protein_coding
ENSG00000100353,EIF3D,EIF3D,protein_coding,protein_coding
ENSG00000100354,TNRC6B,TNRC6B,protein_coding,protein_coding
ENSG00000100359,SGSM3,SGSM3,protein_coding,protein_coding
ENSG00000100360,IFT27,IFT27,protein_coding,protein_coding
ENSG00000100362,PVALB,PVALB,protein_coding,protein_coding
ENSG00000100364,KIAA0930,KIAA0930,protein_coding,protein_coding
ENSG00000100365,NCF4,NCF4,protein_coding,protein_coding
ENSG00000100368,CSF2RB,CSF2RB,protein_coding,protein_coding
ENSG00000100372,SLC25A17,SLC25A17,protein_coding,protein_coding
ENSG00000100373,UPK3A,UPK3A,protein_coding,protein_coding
ENSG00000100376,FAM118A,FAM118A,protein_coding,protein_coding
ENSG00000100379,KCTD17,KCTD17,protein_coding,protein_coding
ENSG00000100380,ST13,ST13,protein_coding,protein_coding
ENSG00000100385,IL2RB,IL2RB,protein_coding,protein_coding
ENSG00000100387,RBX1,RBX1,protein_coding,protein_coding
ENSG00000100393,EP300,EP300,protein_coding,protein_coding
ENSG00000100395,L3MBTL2,L3MBTL2,protein_coding,protein_coding
ENSG00000100399,CHADL,CHADL,protein_coding,protein_coding
ENSG00000100401,RANGAP1,RANGAP1,protein_coding,protein_coding
ENSG00000100403,ZC3H7B,ZC3H7B,protein_coding,protein_coding
ENSG00000100410,PHF5A,PHF5A,protein_coding,protein_coding
ENSG00000100412,ACO2,ACO2,protein_coding,protein_coding
ENSG00000100413,POLR3H,POLR3H,protein_coding,protein_coding
ENSG00000100416,TRMU,TRMU,protein_coding,protein_coding
ENSG00000100417,PMM1,PMM1,protein_coding,protein_coding
ENSG00000100418,DESI1,DESI1,protein_coding,protein_coding
ENSG00000100422,CERK,CERK,protein_coding,protein_coding
ENSG00000100425,BRD1,BRD1,protein_coding,protein_coding
ENSG00000100426,ZBED4,ZBED4,protein_coding,protein_coding
ENSG00000100427,MLC1,MLC1,protein_coding,protein_coding
ENSG00000100429,HDAC10,HDAC10,protein_coding,protein_coding
ENSG00000100433,KCNK10,KCNK10,protein_coding,protein_coding
ENSG00000100439,ABHD4,ABHD4,protein_coding,protein_coding
ENSG00000100441,KHNYN,KHNYN,protein_coding,protein_coding
ENSG00000100442,FKBP3,FKBP3,protein_coding,protein_coding
ENSG00000100445,SDR39U1,SDR39U1,protein_coding,protein_coding
ENSG00000100448,CTSG,CTSG,protein_coding,protein_coding
ENSG00000100450,GZMH,GZMH,protein_coding,protein_coding
ENSG00000100453,GZMB,GZMB,protein_coding,protein_coding
ENSG00000100461,RBM23,RBM23,protein_coding,protein_coding
ENSG00000100462,PRMT5,PRMT5,protein_coding,protein_coding
ENSG00000100473,COCH,COCH,protein_coding,protein_coding
ENSG00000100478,AP4S1,AP4S1,protein_coding,protein_coding
ENSG00000100479,POLE2,POLE2,protein_coding,protein_coding
ENSG00000100483,VCPKMT,VCPKMT,protein_coding,protein_coding
ENSG00000100485,SOS2,SOS2,protein_coding,protein_coding
ENSG00000100490,CDKL1,CDKL1,protein_coding,protein_coding
ENSG00000100503,NIN,NIN,protein_coding,protein_coding
ENSG00000100504,PYGL,PYGL,protein_coding,protein_coding
ENSG00000100505,TRIM9,TRIM9,protein_coding,protein_coding
ENSG00000100519,PSMC6,PSMC6,protein_coding,protein_coding
ENSG00000100522,GNPNAT1,GNPNAT1,protein_coding,protein_coding
ENSG00000100523,DDHD1,DDHD1,protein_coding,protein_coding
ENSG00000100526,CDKN3,CDKN3,protein_coding,protein_coding
ENSG00000100528,CNIH1,CNIH1,protein_coding,protein_coding
ENSG00000100532,CGRRF1,CGRRF1,protein_coding,protein_coding
ENSG00000100554,ATP6V1D,ATP6V1D,protein_coding,protein_coding
ENSG00000100557,CCDC198,CCDC198,protein_coding,protein_coding
ENSG00000100558,PLEK2,PLEK2,protein_coding,protein_coding
ENSG00000100564,PIGH,PIGH,protein_coding,protein_coding
ENSG00000100565,LRRC74A,LRRC74A,protein_coding,protein_coding
ENSG00000100567,PSMA3,PSMA3,protein_coding,protein_coding
ENSG00000100568,VTI1B,VTI1B,protein_coding,protein_coding
ENSG00000100575,TIMM9,TIMM9,protein_coding,protein_coding
ENSG00000100577,GSTZ1,GSTZ1,protein_coding,protein_coding
ENSG00000100578,KIAA0586,KIAA0586,protein_coding,protein_coding
ENSG00000100580,TMED8,TMED8,protein_coding,protein_coding
ENSG00000100583,SAMD15,SAMD15,protein_coding,protein_coding
ENSG00000100591,AHSA1,AHSA1,protein_coding,protein_coding
ENSG00000100592,DAAM1,DAAM1,protein_coding,protein_coding
ENSG00000100593,ISM2,ISM2,protein_coding,protein_coding
ENSG00000100596,SPTLC2,SPTLC2,protein_coding,protein_coding
ENSG00000100599,RIN3,RIN3,protein_coding,protein_coding
ENSG00000100600,LGMN,LGMN,protein_coding,protein_coding
ENSG00000100601,ALKBH1,ALKBH1,protein_coding,protein_coding
ENSG00000100603,SNW1,SNW1,protein_coding,protein_coding
ENSG00000100604,CHGA,CHGA,protein_coding,protein_coding
ENSG00000100605,ITPK1,ITPK1,protein_coding,protein_coding
ENSG00000100612,DHRS7,DHRS7,protein_coding,protein_coding
ENSG00000100614,PPM1A,PPM1A,protein_coding,protein_coding
ENSG00000100625,SIX4,SIX4,protein_coding,protein_coding
ENSG00000100626,GALNT16,GALNT16,protein_coding,protein_coding
ENSG00000100628,ASB2,ASB2,protein_coding,protein_coding
ENSG00000100629,CEP128,CEP128,protein_coding,protein_coding
ENSG00000100632,ERH,ERH,protein_coding,protein_coding
ENSG00000100644,HIF1A,HIF1A,protein_coding,protein_coding
ENSG00000100647,SUSD6,SUSD6,protein_coding,protein_coding
ENSG00000100650,SRSF5,SRSF5,protein_coding,protein_coding
ENSG00000100652,SLC10A1,SLC10A1,protein_coding,protein_coding
ENSG00000100664,EIF5,EIF5,protein_coding,protein_coding
ENSG00000100665,SERPINA4,SERPINA4,protein_coding,protein_coding
ENSG00000100678,SLC8A3,SLC8A3,protein_coding,protein_coding
ENSG00000100697,DICER1,DICER1,protein_coding,protein_coding
